,date,content,higher_order,higher_order_e,网管办,网监,boss_order,boss_order_e,老沉,陈彤,老陈,info_action,info_action_e,行动性,煽动,surveillance,surveillance_e,上报,discussion_protect,discussion_protect_e,攻击,攻击.*党,攻击.*政府,攻击.*领导人,攻击.*制度,person_p,person_p_e,习近平,温家宝,温,薄熙来,近平,温家,周永康,习,胡锦涛,江泽民,person_y,person_y_e,陈光诚,person_b,person_b_e,foreign,foreign_e,美国,香港,sina,sina_e,新浪,person,org,gpe,person_n,org_n,gpe_n
1086,2012年2月23日,涉藏信息，删除。,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
1087,2012年2月23日,[CODE] 中華民國政府已經驅逐日本駐台北代表“斋藤正树”。[CODE] 中華民國政府已經正告日本政府，不必再派新的日本駐日代表(今井正)来台。虚假消息，微博见到删除，重点用户报一下。,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,['日本'],1,0,0,[],0,0,['斋藤'],[],"['中華民國', '台', '台北']",1,0,3
1091,2012年2月24日,微博中讨论王立军官复原职的都私密处理，重点用户上报。,[],0,0,0,[],0,0,0,0,[],0,0,0,['上报'],1,1,[],0,0,0,0,0,0,['王立军'],1,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,['王立军'],[],[],1,0,0
1088,2012年2月24日,中華民國政府已經召回驻日代表，驅逐日本駐台北代表斋藤正树，正告日本政府不必再派新的日本駐台代表今井正来台。3个都是虚假消息，微博中删除。这三个虚假内容都是一个自称“中國國民黨大陸委員會委員王紹松”的帐号发布的，经新闻中心证实并不存在此机构与此人，且注册和发帖ip都是安徽滁州的，连续发布三条有关台湾召回驻日代表的虚假微博煽动民众情绪，已将此帐号封杀。&lt;[URL];。,[],0,0,0,[],0,0,0,0,['煽动'],1,0,1,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,"['日本', '台湾']",1,0,0,[],0,0,"['斋藤', '今井', '王紹松']",['陸委員會'],"['安徽', '中', '日', '滁州', '台北', '國', '中華民國', '台']",3,1,8
1089,2012年2月24日,从今天开始，对用户做任何状态改变（封杀、先审后上、禁止发布等），必须写清楚详细原因、操作人姓名。有通知要求的，注明通知渠道。例如：账户102573封杀，色情，多张露点图片，被删除50次，如文章XXXXXX，用户低粉，魏XX，用户封杀原则：别轻易封杀，冒名的无攻击能删头像匿称就别封杀。注意用户粉丝量，尤其是达人用户。,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,['攻击'],1,1,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,"['张露点', '匿称', '魏XX']",[],[],3,0,0
1090,2012年2月24日,最近群里的通知比较多，交接班的时候必须开会。最近交接不是很到位，有些散，这个交接会不是形式。,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
1093,2012年2月25日,据香港《東方日報》爆料，2月17日直属中央指挥的武警机动部队126师约1500人乘专列到达重庆布防！相关内容私密。,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,['香港'],1,0,1,[],0,0,[],['東方日報'],['重庆'],0,1,1
1092,2012年2月25日,2月25日工作中发现，多名网民在新浪微博中称广东中山华师中山附属中学学生进行游行示威抗议周末补课，并附属现场图片数张。删除，审核时见到私密。,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,['新浪'],1,1,[],"['新浪', '广东中山华师中山附属中学']",[],0,2,0
1094,2012年2月26日,今天去机场路上听司机师傅说下周一二北京出租车司机集体大罢工，过阵子还会有长达6天的深度罢工，据说发起人一度被逮捕。明天北京热闹了。。。相关内容一律删除，重要用户报一下。,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,['周一二'],[],['北京'],1,0,1
1098,2012年2月27日,两会期间要点：一、 涉恐、涉爆并直接威胁“两会”正常召开的情况线索，以及准备冲击会场、拦截“两会”代表车辆、向代表递交材料的情况。二、 军转干部串联、聚集的情况，以及针对“两会”的行动、动向。三、 “涉右”群体在“两会”期间串联、发表声明以及向领导人、代表上书的情况。四、 上访、维权在“两会”期间惊醒大面积串联的情况。五、 涉藏群体及人员针对“3.10 ”、“3.14”等敏感节点发表的煽动性言论情况。六、 发起集会、游行等直接威胁社会政治稳定的情况线索，以及其他可能影响“两会”正常召开的情况线索。,[],0,0,0,[],0,0,0,0,['煽动'],1,0,1,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
1097,2012年2月27日,网管办要求清理“共祸国”的相关内容，凡是借此词语攻击我国的内容，见到删除，V用户私密，重要用户上报负责人。已添加关键字。评论有不进后台的情况，举报吧，实在不行反馈我们，我们去联系技术。,['网管办'],1,1,0,[],0,0,0,0,[],0,0,0,['上报'],1,1,['攻击'],1,1,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
1096,2012年2月27日,通知：关于微博中说2.27和2.28北京出租车司机集体大罢工，过阵子还会有长达6天的深度罢工，据说发起人一度被逮捕。此内容见到删除，重要用户报一下。昨天小夜已经对此内容做了清理，并搜索屏蔽。,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],['北京'],0,0,1
1099,2012年2月27日,以下内容如果有发现行动性和煽动性内容，记录UID：微博地址：内容：时间：IP：发给北京负责人。,[],0,0,0,[],0,0,0,0,"['行动性', '煽动']",1,1,1,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],['北京'],0,0,1
1095,2012年2月27日,据外界传闻，国务委员公安部长孟建柱强调，要彻查平反30年来所有因征地、拆迁而引发的由政府制造的冤假错案，以及其他原因而引发的冤假错案，才是解决目前社会矛盾危机的根本之路。孟建柱同时提出必须加大司法改革的力度，司法必须以正义和公平为宗旨，而不是法律之外的其他宗旨。这个内容，清查的同事去清理下，清理完毕给我个数字，审核的同事同事也注意，该内容见到私密处理。,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,['孟建柱'],1,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,['孟建柱'],[],[],1,0,0
1105,2012年2月28日,关于罢免温家宝的内容，已经加自动私密关键字，看到直接删除处理。,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,"['温家宝', '温', '温家']",1,0,1,1,0,0,1,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,['温家宝'],[],[],1,0,0
1100,2012年2月28日,有用户发微博称：新疆叶城县恐怖暴乱，伤亡正在统计中，此内容相关信息看到处理，有新的情况报给负责人。,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],"['新疆', '叶城县']",0,0,2
1101,2012年2月28日,叶城+暴乱 叶城+暴动，自动私密，此事件，全面处理。不要有任何遗漏。2012年2月28日新疆喀什地区叶城县幸福路附近大暴动挟持人质，2012年2月28日18点左右新疆喀什地区叶城县幸福路附近大暴动，暴徒手拿刀具，斧头，追砍行人路人，据说现场有5人左右受伤，目前为止现在很乱，已经有5名暴徒给现场击毙，据现场朋友所说暴徒现挟持人质和警方对峙。关于新疆喀什叶城发生暴力事件的内容，微博一律不上，包括外媒的新闻，包括用户自己发的，还有询问的，和这个事件有关的一律不上。普通用户直接删除，V用户私密，重点用户报备北京负责人，由负责人直接处理，并且联系用户告知。已报备蒋XX，蒋XX表示此事按照上面要求严格执行。坚持清理。不要让事件扩大。并且安排人员去搜索新闻，如发现有国内媒体如新华网发布此事件新闻，第一时间通报，并且将一部分自动私密解开，发纯新闻的可以上，其他还是一律处理。纯新闻的内容需要关闭评论。,[],0,0,0,[],0,0,0,0,[],0,0,0,['通报'],1,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,['蒋XX'],['新华网'],"['北京', '新疆喀什', '新疆', '叶城县', '叶城']",1,1,5
1102,2012年2月28日,蒋XX电话通知：郭明义微博，清理其评论中涉及攻击谩骂的内容。[URL]，并且从搜索中清理恶毒攻击，以及谩骂他的内容，其中转发过高的负面内容也需要清理掉，私密处理。此人将在近期被央视以及政府部门大力推广，也会宣传他的微博，所以请务必做好此工作。,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,"['攻击', '攻击.*政府']",1,1,0,1,0,0,['郭明义'],1,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,['郭明义'],['央视'],[],1,1,0
1103,2012年2月28日,金融时报：薄熙来仕途可能中断。此内容见到删除，已加自动私关键字，重要用户报一下。,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,['薄熙来'],1,0,0,0,1,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,['薄熙来'],[],[],1,0,0
1104,2012年2月28日,301医院，已加审核词，审核时注意别联系江。,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
1106,2012年2月28日,2.28是台湾二二八事件纪念日，注意微博中相关讨论，不要借此攻击党和政府。,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,"['攻击', '攻击.*党', '攻击.*政府']",1,1,1,1,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,['台湾'],1,0,0,[],0,0,[],[],[],0,0,0
1107,2012年2月28日,[CODE] [CODE] [CODE] [CODE] 网监要求删除这4条，并清理微博中关于清华校内关于YouTube和Facebook已经解禁的内容，未做处理，已报备蒋XX。,['网监'],1,0,1,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],['清华'],[],0,1,0
1111,2012年2月29日,网管办要求处理[URL]，并转过来彭XX的指示，说这个是网上炒变形了，官方的新闻是[URL]，已处理。审核见到说是官二代驾车肇事处理，转新闻的不用管。,['网管办'],1,1,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,['彭XX'],[],[],1,0,0
1110,2012年2月29日,北京育英中学，2月28号，高二女生沈禾课间操时间在班被副校长强奸，裸身跳楼身亡。此内容有新闻，但是未提及自杀原因是被副校长强奸。网监要求清理说是强奸的内容，见到私密处理，重要用户报一下。,['网监'],1,0,1,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],['北京育英中学'],[],0,1,0
1109,2012年2月29日,新疆喀什事件最近标准：1.发布跟通稿一致内容的微博也处理，私密即可。通稿如下：喀什新闻网讯：2月28日，18时许，数名暴力恐怖分子在新疆叶城县城行凶，造成多名无辜群众伤亡，案件已得到及时处置，善后救治和案件侦查工作正在进行之中。造谣的，转发外媒的还是继续删除处理。,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],['喀什新闻网讯'],"['喀什', '新疆', '叶城县']",0,1,3
1108,2012年2月29日,“博讯”2月29日发表题目为《问责胡锦涛/叶国柱 叶国强》的文章，文称：执意斥责党，凭啥抢百姓？维权犯何法，镇压抓监牢？请愿十春秋，怎还是悬案？是非莫混淆，君定真罪人？黄鼬下耗子，黎民投奔谁？照妖镜 国民党、共产党，两岸相通相对影。谁与民主情？民泪盈、国泪盈，民主人权结不成。独裁恶盈盈！看中国特色 一党统华夏；威权加阴毒！政府禽兽心；打砸百姓狂！司法作吠犬；图赏失道义！公安争勋章；昼夜围截访！百姓窦娥冤；性命悬一线！,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,['胡锦涛'],1,0,0,0,0,0,0,0,0,1,0,[],0,0,[],0,[],0,0,0,[],0,0,"['叶国柱', '黄鼬', '胡锦涛']","['共产党', '国泪盈', '国民党']","['中国', '两岸']",3,3,2
1113,2012年3月10日,4[CODE] 说新浪告密的这个内容见到删除，V用户上报。,[],0,0,0,[],0,0,0,0,[],0,0,0,['上报'],1,1,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,['新浪'],1,1,[],['新浪'],[],0,1,0
1112,2012年3月10日,网管办要求清理2012年政府工作报告，脱水版。已经加自动止关键字，看到私密处理。,['网管办'],1,1,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],['加自动止'],[],0,1,0
1117,2012年3月11日,据凤凰网图片报道：3月9日，第十一届全国人大第五次会议在人民大会堂举行第三次全体会议，委员长吴邦国作工作报告期间，一名代表在看杂志上关于卡扎菲的文章。上学的时候，老师在讲台上讲，学生有在课桌上偷看课外书的情形，那是在坑自己。没想到在这种庄严的会议上也有类似情景，这是在坑谁？。审核时见到私密。,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,['吴邦国'],1,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,"['吴邦国', '卡扎菲']",['凤凰网'],[],2,1,0
1116,2012年3月11日,新疆库尔勒恐怖袭警，微博中见到删除，重点用户上报。,[],0,0,0,[],0,0,0,0,[],0,0,0,['上报'],1,1,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],['新疆'],0,0,1
1115,2012年3月11日,蒋XX通知：近期上级要求处理的内容，除非特别过分的，一般的都可以执行，做好用户沟通。除非是特别重大紧急的事情，一般上级要求不必报备陈彤，可以先报备蒋xx，由蒋xx判断是否需要报备陈彤。,[],0,0,0,['陈彤'],1,0,1,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,['蒋xx'],[],[],1,0,0
1119,2012年3月11日,网管办要求清理：“委员：开会睡觉应同情。因为实在太无聊”，相关内容微博中私密。,['网管办'],1,1,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
1118,2012年3月11日,新疆库尔勒市击毙四名暴力恐怖分子，相关内容私密。,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],['新疆库尔勒市'],0,0,1
1114,2012年3月11日,有关李思思明天结婚的相关内容，微博中不能出现，见到的的都私密处理。,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,['李思思'],1,[],0,0,0,[],0,0,['李思思'],[],[],1,0,0
1122,2012年3月12日,IP所属一定要精确，不要只写国内IP，用批量检测后查出精确IP。如：中国-北京-北京-宣武-联通--外网。,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],"['宣武', '北京', '中国']",0,0,3
1120,2012年3月12日,超级表煽动信息只报涉及两会的，类似抵制活熊取胆，同意的转！这种不用记,[],0,0,0,[],0,0,0,0,['煽动'],1,0,1,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
1121,2012年3月12日,发现行动信息一定要先报北京负责人，待其确定是否为行动信息之后再记表，切勿不报备就记录。,[],0,0,0,[],0,0,0,0,['行动信息'],1,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],['北京'],0,0,1
1123,2012年3月13日,网管办要求清理《沁园春.两会》相关的几个段子，已加关键词，见到删除，重要用户上报。样本：《沁园春.两会》三月京都，高官入朝，大款压道，看公路铁路，军警密布，大街小巷，明岗暗哨！微博里，看骂贴滚滚，怨声载道。代表如此高调，引无数记者紧盯梢，昔王公贵族，略显老土，青楼名妓，稍逊风骚；露背旗袍，香奈儿包，爱马仕皮带缠腰，真微妙！,['网管办'],1,1,0,[],0,0,0,0,[],0,0,0,['上报'],1,1,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,"['明岗', '紧盯梢', '香奈儿']",[],['京都'],3,0,1
1124,2012年3月13日,关于“海南省莺歌海镇火力发电项目”引发网民关注，网管办要求微博客中不推荐不炒作，坚决删除煽动性、行动性、攻击性言论。相关行动性信息、攻击政府的内容见到删除处理。,['网管办'],1,1,0,[],0,0,0,0,"['行动性', '煽动']",1,1,1,[],0,0,"['攻击', '攻击.*政府']",1,1,0,1,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],['海南省莺歌海镇'],0,0,1
1125,2012年3月13日,关于建议罢免河北省高院高勇院长的公开信。这个内容网管办要求清理，见到私密处理，重点用户报一下。,['网管办'],1,1,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,['高勇'],1,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,['高勇'],[],['河北省'],1,0,1
1126,2012年3月13日,[CODE] 成都商报体育部: 中超开战，看上去一片热闹与详和。但中国足协在中超视频转播权上却出现了卖贱不卖贵的怪现象。腾讯、搜狐、网易和优酷愿意联合拿出1250万购买，且还不排斥其它网站，足协却坚持以800万左右的价格将转播权卖给了新浪。这不符合基本的商业游戏规则！足协这么干背后是否存在猫腻。老沉要求删除所有有关此类内容，确保24小时有专人随时处理，每12小时给他发一次清理数的统计，早晚十一点。1250万+800万已加自动私，相关信息见到删除，重要用户上报。,[],0,0,0,['老沉'],1,1,0,0,[],0,0,0,['上报'],1,1,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,['新浪'],1,1,[],"['中国足协', '腾讯', '搜狐', '中超', '新浪', '网易', '成都商报体育部']",['中超'],0,7,1
1127,2012年3月13日,[CODE] 类似联名签字反对73条的内容见到删除处理，重要用户上报负责人。,[],0,0,0,[],0,0,0,0,[],0,0,0,['上报'],1,1,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
1131,2012年3月14日,刑事诉讼法修改草案通过了，注意相关的讨论。借此攻击政府的，煽动号召的处理，一般讨论，批评，反对的不处理，有转发高的报下。,[],0,0,0,[],0,0,0,0,['煽动'],1,0,1,[],0,0,"['攻击', '攻击.*政府']",1,1,0,1,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
1134,2012年3月14日,一人发言，万人鼓掌，巴掌拍的震山响。一桌盛宴，万家口粮，贫寒百姓断愁肠。一车过路，万车避让，千万警察殷殷忙。一个国家，万般荒唐，总把无耻当风光。一则微博，万种哀伤，一言难尽说怅惘。会傻笑，会鼓掌，就是不为百姓想！离了京，返了乡，照样做回土皇上。扯点蛋，装点样，升迁路上真通畅。------段子不上,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,['扯点'],[],['京'],1,0,1
1133,2012年3月14日,3月14日，在青海安多有一名僧人自焚。说这个事情的都删除。青海/安多日贡/隆务寺/加央班旦/度母广场。,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,['班旦'],['安多日贡'],"['青海安', '青海']",1,1,2
1132,2012年3月14日,3月14日，青海省黄南州泽库县发生学生聚集事件，相关内容微博中私密。,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],"['青海省', '黄南州']",0,0,2
1129,2012年3月14日,[CODE] 类似联名签字反对73条的内容见到删除处理，重要用户上报负责人。,[],0,0,0,[],0,0,0,0,[],0,0,0,['上报'],1,1,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
1128,2012年3月14日,今天上午11时许，温家宝将会见采访两会的中外记者，并回答问题，注意转发评论。,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,"['温家宝', '温', '温家']",1,0,1,1,0,0,1,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,['温家宝'],[],[],1,0,0
1130,2012年3月14日,温总理演两会压轴戏：最后一次记者会只发标题的不处理，联系影帝，攻击温家宝的都私密。,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,['攻击'],1,1,0,0,0,0,"['温家宝', '温', '温家', '温总理']",1,0,1,1,0,0,1,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,"['温家宝', '温']",[],[],2,0,0
1138,2012年3月15日,网监通知：有关薄熙来和王立军被免职事件：1、凡是跟新闻不一样的，全都删除。2、凡是叫好的、赞成的、支持的，一律保留。3、凡是反对的、抗议的、猜测再提拔任用的 全部删除。已报备陈彤。陈彤表示不必删除这么狠。同时网监要求从12点半开始一小时一报数，报数格式是： 1)关于薄：本时段，共清理薄熙来相关负面信息 篇。其中，对处理结果表示反对，明确表示支持薄熙来的的帖文 篇，占%；借机对中央发布不满的帖文 篇，占%；认为薄熙来将受到提拔的帖文 篇，占%；其他信息 篇，占%。2)关于王：本时段，共清理王立军相关负面信息 篇。其中，对结果表示反对，明确表示支持王立军的的帖文 篇，占%；借机对中 央发布不满的帖文 篇，占%；认为王立军将受到提拔，进入公安部的帖文 篇，占%；其他信息 篇，占%。数据找天津清查要。,['网监'],1,0,1,['陈彤'],1,0,1,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,"['薄熙来', '王立军']",1,0,0,0,1,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,"['薄熙来', '王立军', '王']",['中央'],['天津'],3,1,1
1136,2012年3月15日,说谷开来被捕的，暂时先止处理，转发高的报下。此事报备陈彤了，陈彤未回复.,[],0,0,0,['陈彤'],1,0,1,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,['陈彤未'],[],[],1,0,0
1139,2012年3月15日,今天下午5时，西单大悦城商场内一男子坠楼死亡。注意过激言论，发现行动性、煽动性信息及时上报。,[],0,0,0,[],0,0,0,0,"['行动性', '煽动']",1,1,1,['上报'],1,1,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
1135,2012年3月15日,薄熙来被免职的相关内容，只处理对他进行人身攻击和借此攻击政府的，其它的不要过度处理。注意攻击张德江的内容，特别是联系[723动车事件]的，涉及18大人事安排也得处理。,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,"['攻击', '攻击.*政府']",1,1,0,1,0,0,"['张德江', '薄熙来']",1,0,0,0,1,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,"['薄熙来', '张德江']",[],[],2,0,0
1137,2012年3月15日,传薄熙来任中央文史馆主任，为不实消息。相关内容都私密,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,['薄熙来'],1,0,0,0,1,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],['中央文史馆'],[],0,1,0
1141,2012年3月16日,[CODE] 网官办要求删除此图，普通用户见到删除，重要用户上报负责人。,[],0,0,0,[],0,0,0,0,[],0,0,0,['上报'],1,1,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
1140,2012年3月16日,薄熙来一事，再次强调一下要求，如下几类一定要处理：1. 力挺薄熙来的（尤其是左派人士的过激言论）。2. 借此揣测18大的（如说张德江要上位）。3. 攻击中央、恶议制度、攻击领导人的。4. 谣言（如：谷开来被控制、薄调任文史馆长、孟学农接替黄奇帆）。5. 煽动、行动性信息（如号召游行挺薄的)。网管办要求：不得用薄熙来的头像做为微博头像。微博审核中，发现有用薄熙来头像的微博，直接删除头像，v用户交负责人沟通后删除头像。,['网管办'],1,1,0,[],0,0,0,0,"['行动性', '煽动']",1,1,1,[],0,0,"['攻击', '攻击.*领导人', '攻击.*制度']",1,1,0,0,1,1,"['张德江', '薄熙来', '黄奇帆']",1,0,0,0,1,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,"['v用户', '张德江', '谷开', '薄熙来', '黄奇帆']",['中央'],['孟学'],5,1,1
1151,2012年3月17日,实名制的投票一般用户都直接删除，重点用户和V用户上报。,[],0,0,0,[],0,0,0,0,[],0,0,0,['上报'],1,1,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
1152,2012年3月17日,薄情也好，温情也罢，只不过是胡说；山河未永康，尚待勇克强，你以为德满江，你以为已长春，其实仅小平而已，国待强，邦未耀；呜呼，你立于岐山之巅，见汪洋之源正潮涌，你梦想泽东又泽民，其实都抵不过，高处丽人，正声细问：习以为常否？段子，普删v私。,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,"['温', '汪洋', '习']",1,0,0,1,0,0,0,0,1,0,0,[],0,0,[],0,[],0,0,0,[],0,0,"['常否', '见汪洋', '泽东']",[],"['永康', '长春']",3,0,2
